,Protein1_ID_x,Protein2_ID,label
949,P02765,P07384,0
950,P08621,Q01130,0
951,O60936,Q01130,0
952,P14373,P17612,0
953,P67775,Q92572,0
954,O75190,P02533,0
955,O75190,P17661,0
956,O75190,P08670,0
957,O75190,P14136,0
958,O75190,P13647,0
959,P01236,P62937,0
960,Q13541,Q8WVB6,0
961,P35590,Q9Y5C1,0
962,Q02763,Q9Y5C1,0
963,O95361,Q9ULZ3,0
964,Q32MZ4,Q9UJU2,0
965,Q96MW5,Q9H9E3,0
966,Q96JB2,Q9H9E3,0
967,P49736,Q13415,0
968,Q13868,Q13868,0
969,P21917,Q53G59,0
970,P12956,P16104,0
971,P61769,P16104,0
972,P12956,P46063,0
973,P13010,P46063,0
974,P35609,Q13418,0
975,P35609,Q9BYV2,0
976,O14776,O14776,0
977,P84022,Q01094,0
978,P24941,Q01094,0
979,P84022,Q08999,0
980,P42229,Q8TAE8,0
981,P42224,Q8TAE8,0
982,Q8IUI8,Q99613,0
983,O00626,P51679,0
984,O60936,Q01081,0
985,O60936,P84103,0
986,O60936,Q08170,0
987,O60936,Q07955,0
988,O60936,P62995,0
989,O60936,P63162,0
990,O60936,Q15424,0
991,O60936,Q13247,0
992,P23297,P31949,0
993,O60583,P28799,0
994,P30260,P50750,0
995,O15315,O43542,0
996,O43542,O75771,0
997,O43542,O43543,0
998,P08588,P24588,0
999,P63167,Q7LDG7,0
1000,Q92844,Q9BYM8,0
1001,Q15750,Q9BYM8,0
1002,Q07699,Q9NY72,0
1003,Q06609,Q9Y620,0
1004,P43004,Q15050,0
1005,P43004,Q9UJV9,0
1006,Q96Q05,Q9Y6K9,0
1007,Q16665,Q9Y6K9,0
1008,P34925,P55196,0
1009,Q8NAP8,Q8NAP8,0
1010,Q14746,Q8WTW3,0
1011,P83436,Q8WTW3,0
1012,O15304,Q92633,0
1013,O15304,Q9UBY5,0
1014,O75446,Q06330,0
1015,O75446,Q96QT6,0
1016,P01112,P28482,0
1017,P01112,P45983,0
1018,P01112,Q16539,0
1019,P35241,Q14185,0
1020,Q13309,Q49AN0,0
1021,Q13309,Q16526,0
1022,O75376,Q15466,0
1023,O75410,Q92831,0
1024,O15492,P35348,0
1025,O15492,P25100,0
1026,O15492,P35368,0
1027,P83436,Q96JB2,0
1028,P83436,Q14746,0
1029,O75558,Q13643,0
1030,P60228,Q8IUI8,0
1031,Q6Y2X3,Q9HAV0,0
1032,Q6ZVM7,Q7Z3T8,0
1033,O75674,Q7Z3T8,0
1034,Q01094,Q06547,0
1035,Q01094,Q06546,0
1036,P63146,P63165,0
1037,P51965,P63165,0
1038,P42226,Q08211,0
1039,P06241,P17252,0
1040,P07948,P17252,0
1041,P06241,Q13291,0
1042,Q13158,Q8IUC6,0
1043,O15350,Q76N89,0
1044,P17948,P24666,0
1045,P78352,Q05586,0
1046,Q13976,Q9Y6F6,0
1047,Q86T24,Q9P1Z0,0
1048,Q13547,Q9UBP5,0
1049,Q07820,Q92843,0
1050,P49768,Q96IZ0,0
1051,O15111,Q96Q05,0
1052,O43194,Q9UBU3,0
1053,P15514,Q969F2,0
1054,P01135,Q969G9,0
1055,P78347,Q13976,0
1056,P35606,Q08499,0
1057,P23634,P27348,0
1058,P23634,P63104,0
1059,P43146,Q6ZVN8,0
1060,P35367,Q9UBB6,0
1061,P25100,P41220,0
1062,P35368,P41220,0
1063,P13569,P35523,0
1064,P17980,Q16143,0
1065,P00533,Q96B97,0
1066,P54274,Q15554,0
1067,P27815,P63244,0
1068,O43559,P61587,0
1069,P05771,P12931,0
1070,P05771,P06241,0
1071,Q13291,P06241,0
1072,P28482,Q8TAX0,0
1073,P06703,P23297,0
1074,Q07021,Q13952,0
1075,O95819,P62834,0
1076,O60885,P12004,0
1077,Q9NZM6,Q9Y3M2,0
1078,P24666,P35590,0
1079,P06753,P60981,0
1080,Q969S8,Q9UBN7,0
1081,P61587,Q8WU20,0
1082,O00401,Q9UHR4,0
1083,O00512,Q9NQB0,0
1084,O14810,P60880,0
1085,O60673,Q9UBZ9,0
1086,O76064,Q15819,0
1087,O95149,P62826,0
1088,P00734,P02671,0
1089,P00734,P02675,0
1090,P00746,P01024,0
1091,P00749,P04004,0
1092,P01019,P12821,0
1093,P01589,P14784,0
1094,P01589,P31785,0
1095,P01730,P03437,0
1096,P01834,P29460,0
1097,P07358,P07360,0
1098,P09132,P37108,0
1099,P09132,P49458,0
1100,P0CG48,P61088,0
1101,P14784,Q13261,0
1102,P31785,Q13261,0
1103,P17342,P23582,0
1104,P24588,P63098,0
1105,P24588,Q08209,0
1106,P35226,P61077,0
1107,P46060,P49792,0
1108,P55089,Q13324,0
1109,P61769,O14746,0
1110,P61769,P03485,0
1111,P61769,P04626,0
1112,P61769,P27797,0
1113,P61769,P32241,0
1114,P61769,P40967,0
1115,P61769,P51965,0
1116,P61769,P52292,0
1117,P61769,P62318,0
1118,P61769,Q01668,0
1119,P61769,Q07352,0
1120,P61769,Q13126,0
1121,P61769,Q13241,0
1122,P61769,Q8WVV4,0
1123,P61769,Q92619,0
1124,P61769,Q92959,0
1125,P61769,Q9BZL6,0
1126,P61769,Q9NPA0,0
1127,P61769,Q9Y5X3,0
1128,P62306,P62308,0
1129,P62306,P62314,0
1130,P62308,P62314,0
1131,P62308,P62316,0
1132,P62805,Q9BQA1,0
1133,P62877,Q15843,0
1134,P62877,Q16531,0
1135,Q14653,P05412,0
1136,Q15019,Q16181,0
1137,Q15370,Q16665,0
1138,Q15819,Q96FW1,0
1139,Q16531,P62877,0
1140,Q8N8S7,Q9Y615,0
1141,Q8WUW1,Q9Y2A7,0
1142,Q92558,Q9Y2A7,0
